ens_gene	Symbol	Uniq_syms	entrez	Gene_name	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000053702.15	NRIP2	NRIP2	83714	nuclear receptor interacting protein 2	36.14265768906812	0.05879407427075232	0.1652126278134099	0.5257096174329678	0.7852682273027952
ENSG00000107020.10	PLGRKT	PLGRKT	55848	plasminogen receptor with a C-terminal lysine	203.32315682842585	-0.05226544561444061	0.12228934097985592	0.5258677867959357	0.7854244030524852
ENSG00000214960.10	CRPPA	CRPPA	729920	CDP-L-ribitol pyrophosphorylase A	30.266231342015427	-0.05959757633202904	0.17329412166029165	0.5259051193435613	0.7854244030524852
ENSG00000174837.15	ADGRE1	ADGRE1	2015	adhesion G protein-coupled receptor E1	1.4641661041194842	0.055007782692055855	0.3412524331178574	0.5259741818919046	NA
ENSG00000130723.20	NA	ENSG00000130723.20	NA	NA	4007.182751792992	-0.045879459689582125	0.09792805615644164	0.5261808072539732	0.7857060195978135
ENSG00000249129.1	NA	ENSG00000249129.1	NA	NA	2.6072929049232583	-0.059574864808539664	0.3068464678957835	0.5262293225831542	NA
ENSG00000173273.16	TNKS	TNKS	8658	tankyrase	1811.8928985813393	0.04360865504832443	0.0911371796778767	0.5262846600776401	0.7857060195978135
ENSG00000240509.1	RPL34P18	RPL34P18	100271003	ribosomal protein L34 pseudogene 18	5.354934001704482	-0.06187747401691387	0.2796616631314387	0.5262861107590879	0.7857060195978135
ENSG00000117407.17	ARTN	ARTN	9048	artemin	5.269040478561182	0.06209606898749354	0.2759451148908278	0.5263105541448467	0.7857060195978135
ENSG00000166503.9	HDGFL3	HDGFL3	50810	HDGF like 3	1147.3928892008869	0.04646914914012201	0.09987268744376665	0.5263211351752375	0.7857060195978135
ENSG00000231851.6	MRPS9-AS1	MRPS9-AS1	101927492	MRPS9 antisense RNA 1	1.6693237337219358	0.05692884568395874	0.328176964501432	0.5263325919489403	NA
ENSG00000288046.1	NA	ENSG00000288046.1	NA	NA	1.7925217462073944	-0.05610441488751992	0.3336384335649335	0.5265453089216952	NA
ENSG00000164032.12	H2AZ1	H2AZ1	3015	H2A.Z variant histone 1	557.9573670761589	-0.05248603168807431	0.12384595243859375	0.5266598450079573	0.7860697598200977
ENSG00000130158.14	DOCK6	DOCK6	57572	dedicator of cytokinesis 6	614.2701879887893	0.05125372364191281	0.11811921309921308	0.5266853384475804	0.7860697598200977
ENSG00000185414.20	MRPL30	MRPL30	51263	mitochondrial ribosomal protein L30	322.472688885987	0.0451145059092182	0.09572580780624147	0.5267013276052566	0.7860697598200977
ENSG00000258789.1	NA	ENSG00000258789.1	NA	NA	3.131660408534588	-0.06080073178815035	0.2932230719414725	0.5267129048263137	NA
ENSG00000239523.6	MYLK-AS1	MYLK-AS1	100506826	MYLK antisense RNA 1	13.041370503237104	-0.06227375057250617	0.21254029964147148	0.52680955028179	0.7861270309997905
ENSG00000121413.12	ZSCAN18	ZSCAN18	65982	zinc finger and SCAN domain containing 18	308.72221533138054	0.054160288145443075	0.13282908719128836	0.5268521048328916	0.7861270309997905
ENSG00000196172.9	ZNF681	ZNF681	148213	zinc finger protein 681	32.043254688478505	0.05853018497457559	0.16437022791936473	0.5268762454176457	0.7861270309997905
ENSG00000139780.7	METTL21C	METTL21C	196541	methyltransferase 21C, AARS1 lysine	2.8415289221067277	-0.05707202910612736	0.326466936665043	0.526914715825826	NA
ENSG00000180902.18	D2HGDH	D2HGDH	728294	D-2-hydroxyglutarate dehydrogenase	319.1240156258599	0.04989517313494271	0.11252637315702348	0.5269678967634286	0.7861519344440354
ENSG00000154065.17	ANKRD29	ANKRD29	147463	ankyrin repeat domain 29	409.6499237536519	0.06084578233317795	0.18960676239041432	0.526983968098254	0.7861519344440354
ENSG00000145692.15	BHMT	BHMT	635	betaine--homocysteine S-methyltransferase	4.791095306705739	-0.06158870112045636	0.2821545758509949	0.5270408215809943	0.7861688462170251
ENSG00000179152.20	TCAIM	TCAIM	285343	T cell activation inhibitor, mitochondrial	520.1418367776779	0.0503113812274515	0.11443226657999851	0.527366392204184	0.7863731445609122
ENSG00000125482.13	TTF1	TTF1	7270	transcription termination factor 1	274.21237465557306	0.04641043778066018	0.10007160618545827	0.5273801733251922	0.7863731445609122
ENSG00000120616.16	EPC1	EPC1	80314	enhancer of polycomb homolog 1	354.64666410172896	0.04163992474776565	0.08600827034891512	0.5273934266273815	0.7863731445609122
ENSG00000069493.15	CLEC2D	CLEC2D	29121	C-type lectin domain family 2 member D	100.34443603207234	-0.058608802803910974	0.16590737103456843	0.5274739265056216	0.7863731445609122
ENSG00000154783.12	FGD5	FGD5	152273	FYVE, RhoGEF and PH domain containing 5	24.946996000675647	0.06091046656746981	0.2903449938961127	0.5274822240755244	0.7863731445609122
ENSG00000102349.18	KLF8	KLF8	11279	KLF transcription factor 8	98.09097017514237	-0.06155279455195601	0.2010557554450313	0.5274844256577684	0.7863731445609122
ENSG00000125703.15	ATG4C	ATG4C	84938	autophagy related 4C cysteine peptidase	224.5981961283555	0.048757082298620476	0.10834687927558538	0.5274964829135438	0.7863731445609122
ENSG00000232411.1	NA	ENSG00000232411.1	NA	NA	2.4610918237900896	-0.058302785128576846	0.31618883613630266	0.5275015604385063	NA
ENSG00000238024.1	NA	ENSG00000238024.1	NA	NA	1.125872752825362	0.0494050026379084	0.369191104359065	0.5275318692264013	NA
ENSG00000106066.15	CPVL	CPVL	54504	carboxypeptidase vitellogenic like	1.980973822269357	0.05308132583976311	0.35102780360193403	0.5275429500587365	NA
ENSG00000142546.14	NOSIP	NOSIP	51070	nitric oxide synthase interacting protein	469.6911883067572	-0.04591699036356657	0.09853349284058485	0.5275502773879539	0.7863854656981738
ENSG00000232453.7	LINC02777	LINC02777	105378753	long intergenic non-protein coding RNA 2777	19.98891318308515	0.06076004204653277	0.19010946688424796	0.5277824798609436	0.7866637031548341
ENSG00000115956.10	PLEK	PLEK	5341	pleckstrin	1.582505703696482	0.053850363149114865	0.3464373894744958	0.5278154401797128	NA
ENSG00000230521.1	NA	ENSG00000230521.1	NA	NA	2.0167092614636593	-0.05306306220829189	0.35087264059235795	0.5278431291889611	NA
ENSG00000237972.1	TUBG1P	TUBG1P	442673	tubulin gamma 1 pseudogene	1.4914848263760996	0.053560547270308366	0.3479741817692314	0.527963240061686	NA
ENSG00000273568.1	NA	ENSG00000273568.1	NA	NA	3.2906736060201696	-0.05962614610720282	0.3033832814290716	0.5280910199493927	NA
ENSG00000060491.16	OGFR	OGFR	11054	opioid growth factor receptor	802.0879688559755	-0.04342306277834268	0.09116911315996269	0.5281517931622488	0.7869574964061804
ENSG00000183978.8	COA3	COA3	28958	cytochrome c oxidase assembly factor 3	411.5987620942808	-0.04685195593001328	0.10183873899087052	0.5281642727233555	0.7869574964061804
ENSG00000203724.11	C1orf53	C1orf53	388722	chromosome 1 open reading frame 53	22.878119562894394	0.06158464646010827	0.20340188259221811	0.5281651200987325	0.7869574964061804
ENSG00000151892.14	GFRA1	GFRA1	2674	GDNF family receptor alpha 1	1547.4136021483475	0.061691265923677144	0.2774637549262114	0.5281993493823218	0.7869574964061804
ENSG00000214046.8	SMIM7	SMIM7	79086	small integral membrane protein 7	432.2212375285668	-0.047505752492428305	0.10411357959442992	0.5282217582300457	0.7869574964061804
ENSG00000083828.16	ZNF586	ZNF586	54807	zinc finger protein 586	63.89401890079601	0.05705883617609729	0.15358446495606054	0.5282529651072982	0.7869574964061804
ENSG00000245146.7	LOC124900193	LOC124900193	124900193	uncharacterized LOC124900193	41.297382930861126	0.06025217341977669	0.1846903349553517	0.5283168098712085	0.7869847296330759
ENSG00000259081.1	NA	ENSG00000259081.1	NA	NA	1.4177912910206851	0.05289787337908342	0.3513225250276961	0.5283845583489872	NA
ENSG00000099250.18	NRP1	NRP1	8829	neuropilin 1	5844.7392216290045	0.0557479169154295	0.14408700302437938	0.5283992135512654	0.787039601281257
ENSG00000243431.1	RPL5P30	RPL5P30	645160	ribosomal protein L5 pseudogene 30	6.69099491676749	0.06246232048406204	0.258096550124689	0.5285768223887154	0.7872362573336115
ENSG00000206712.1	RNU6-26P	RNU6-26P	100873741	RNA, U6 small nuclear 26, pseudogene	3.315906182133156	-0.06043631821791494	0.29359730399859607	0.5287082249695958	NA
ENSG00000249931.4	GOLGA8K	GOLGA8K	653125	golgin A8 family member K	2.597622492331025	0.053211433008941565	0.349171561983834	0.5288542462939895	NA
ENSG00000007376.8	RPUSD1	RPUSD1	113000	RNA pseudouridine synthase domain containing 1	247.35881137610406	-0.05439802186671407	0.13582835510726696	0.5288860424104951	0.7875458740450462
ENSG00000231971.6	CT69	CT69	101928231	cancer/testis associated transcript 69	3.0456469749023705	-0.06020892197383921	0.2958239241409903	0.528907324250006	NA
ENSG00000145526.12	CDH18	CDH18	1016	cadherin 18	7.609694132529207	0.05843911949296772	0.3130490864721647	0.5289387741863484	0.7875458740450462
ENSG00000226803.9	NA	ENSG00000226803.9	NA	NA	20.774600233950935	0.06050016861328711	0.18918491067326898	0.5290107133511959	0.7875458740450462
ENSG00000130751.10	NPAS1	NPAS1	4861	neuronal PAS domain protein 1	10.044532865602884	0.06259823316617344	0.23965608708949368	0.529013254267257	0.7875458740450462
ENSG00000163872.16	YEATS2	YEATS2	55689	YEATS domain containing 2	1334.181836412075	-0.05027265619391905	0.11515381996223144	0.5290721676619506	0.7875458740450462
ENSG00000232742.3	NA	ENSG00000232742.3	NA	NA	20.21842404531187	-0.06063788044784049	0.1911670517510665	0.5290779164305937	0.7875458740450462
ENSG00000110536.14	PTPMT1	PTPMT1	114971	protein tyrosine phosphatase mitochondrial 1	37.52290320761815	-0.05958379078853929	0.17836748083610487	0.5291438774550283	0.7875458740450462
ENSG00000132464.12	ENAM	ENAM	10117	enamelin	8.942786156015085	0.06254768551212483	0.2460310501731918	0.5292686138375307	0.7875458740450462
ENSG00000176623.12	RMDN1	RMDN1	51115	regulator of microtubule dynamics 1	1353.9653766724255	-0.0519751804378345	0.12300194068959584	0.5292878684573794	0.7875458740450462
ENSG00000198786.2	ND5	ND5	4540	NADH dehydrogenase subunit 5	59659.28253550813	-0.05640327250916683	0.14968143247575355	0.5292934583836642	0.7875458740450462
ENSG00000275764.1	NA	ENSG00000275764.1	NA	NA	88.77272776184459	-0.056988485316808286	0.15423397300078862	0.529318054647121	0.7875458740450462
ENSG00000236565.3	HNRNPA3P5	HNRNPA3P5	387933	heterogeneous nuclear ribonucleoprotein A3 pseudogene 5	2.908690478789581	-0.0582170015830135	0.31436896624410404	0.5293547339743825	NA
ENSG00000238105.7	NA	ENSG00000238105.7	NA	NA	31.475703830991154	0.06188985160474349	0.2131276240701962	0.529366352867046	0.7875458740450462
ENSG00000049769.14	PPP1R3F	PPP1R3F	89801	protein phosphatase 1 regulatory subunit 3F	59.3951282494806	0.05569607898674957	0.14466727390480946	0.5293774662843322	0.7875458740450462
ENSG00000122176.12	FMOD	FMOD	2331	fibromodulin	14797.269360715574	0.052994428701443524	0.12829239439559156	0.5294444137817909	0.7875563075635207
ENSG00000281649.2	EBLN3P	EBLN3P	100506710	endogenous Bornavirus like nucleoprotein 3, pseudogene	1089.4843848199243	0.03507836193204094	0.0704528655896337	0.529475674121561	0.7875563075635207
ENSG00000197083.11	NA	ENSG00000197083.11	NA	NA	35.16317453107277	0.05800705522155178	0.1631932876500262	0.5295607026037943	0.7875672331852303
ENSG00000177303.10	CASKIN2	CASKIN2	57513	CASK interacting protein 2	326.0979914083602	-0.04980807782894774	0.11346901203029405	0.5295742152740427	0.7875672331852303
ENSG00000125458.7	NT5C	NT5C	30833	5', 3'-nucleotidase, cytosolic	152.30899135022537	-0.04866553002036175	0.10898463548755387	0.5296774377535975	0.7875871736861992
ENSG00000171241.9	SHCBP1	SHCBP1	79801	SHC binding and spindle associated 1	49.743073603026225	0.06068347094078225	0.19318072894193278	0.5297195318896302	0.7875871736861992
ENSG00000142207.7	URB1	URB1	9875	URB1 ribosome biogenesis homolog	782.577639641062	-0.04886183049900891	0.1097612538433642	0.5297244208379213	0.7875871736861992
ENSG00000236753.7	MKLN1-AS	MKLN1-AS	100506881	MKLN1 antisense RNA	72.83555891021345	-0.05719759571158806	0.1564900780610703	0.5297966851252859	0.787626815758645
ENSG00000188580.15	NKAIN2	NKAIN2	154215	sodium/potassium transporting ATPase interacting 2	2.8725735322863275	-0.054813634225324724	0.33867278481125596	0.5298173778390182	NA
ENSG00000236536.1	NA	ENSG00000236536.1	NA	NA	1.6810153407410156	0.05405424085693319	0.3433779083540074	0.5298189953189811	NA
ENSG00000231113.2	NA	ENSG00000231113.2	NA	NA	19.411278438905047	-0.0608610630077323	0.19611784776394045	0.5298770490556024	0.7876363406042048
ENSG00000156265.16	MAP3K7CL	MAP3K7CL	56911	MAP3K7 C-terminal like	515.0062530743764	-0.06137858259179429	0.2045917800340015	0.5298942958441906	0.7876363406042048
ENSG00000283632.2	EXOC3L2	EXOC3L2	90332	exocyst complex component 3 like 2	2.261505965092903	0.054612610032170036	0.33980548309790204	0.5299568348677557	NA
ENSG00000170153.11	RNF150	RNF150	57484	ring finger protein 150	293.43209431927653	0.06115142829321417	0.2811807816881121	0.5300433136617391	0.7876759927245061
ENSG00000197168.13	NEK5	NEK5	341676	NIMA related kinase 5	12.936845726541558	-0.06211312260454034	0.2219768632167818	0.5300560503897427	0.7876759927245061
ENSG00000159761.15	C16orf86	C16orf86	388284	chromosome 16 open reading frame 86	54.47864770403485	-0.05921093285049692	0.17579124518441283	0.5300577850530879	0.7876759927245061
ENSG00000232150.3	NA	ENSG00000232150.3	NA	NA	2.985268353996474	0.05950699359053154	0.30125202386689404	0.5300908925944019	NA
ENSG00000198015.13	MRPL42	MRPL42	28977	mitochondrial ribosomal protein L42	516.8729906429085	0.0401816025181586	0.08288161400504282	0.5301261940327706	0.7877038120155322
ENSG00000280426.1	NA	ENSG00000280426.1	NA	NA	1.447630361677063	0.05032235440569178	0.36316083003919203	0.530169578904007	NA
ENSG00000050426.16	LETMD1	LETMD1	25875	LETM1 domain containing 1	915.5651191488282	0.04837034623498904	0.10809114470123961	0.5301797165324098	0.7877038120155322
ENSG00000113761.12	ZNF346	ZNF346	23567	zinc finger protein 346	326.9389119420113	0.04649628763464996	0.10142538093220921	0.5302133232105476	0.7877038120155322
ENSG00000172000.7	ZNF556	ZNF556	80032	zinc finger protein 556	2.1502968384080696	0.05493795458602416	0.33735017163569136	0.5303362532973461	NA
ENSG00000165417.12	GTF2A1	GTF2A1	2957	general transcription factor IIA subunit 1	959.4607336863818	0.03870432633824299	0.07920229921492808	0.5303865675754356	0.7878934200707769
ENSG00000232377.1	LOC101928386	LOC101928386	101928386	uncharacterized LOC101928386	1.3146715294837499	0.0522807078983295	0.35300446725667534	0.5303969090017925	NA
ENSG00000237641.1	RPL28P2	RPL28P2	100270971	ribosomal protein L28 pseudogene 2	3.4676279962036585	0.06071371558874716	0.2865178472220245	0.5304366207571156	NA
ENSG00000213144.2	NA	ENSG00000213144.2	NA	NA	6.0512747445626776	0.061397237073195735	0.27534608138986055	0.5306896117553397	0.7882504944479162
ENSG00000272209.1	NA	ENSG00000272209.1	NA	NA	2.5113795654481526	0.05712193457693804	0.32145392086004243	0.5307270204060768	NA
ENSG00000207425.1	NA	ENSG00000207425.1	NA	NA	7.349766572616444	-0.06200769706796509	0.2613489969171495	0.5307288451041343	0.7882504944479162
ENSG00000212807.2	OR2A42	OR2A42	402317	olfactory receptor family 2 subfamily A member 42	3.354570350679966	0.05590146262414465	0.3304365806835244	0.5307421008737032	NA
ENSG00000250012.2	LOC105374085	LOC105374085	105374085	uncharacterized LOC105374085	10.288613431578788	0.06228173822783632	0.24821323972834383	0.5307638519238805	0.7882504944479162
ENSG00000272498.1	NA	ENSG00000272498.1	NA	NA	2.42464201445585	-0.057148412534570134	0.3209790244955609	0.5309396506698001	NA
ENSG00000224592.5	NA	ENSG00000224592.5	NA	NA	1.574991425128965	0.04836345855653214	0.37153366771544893	0.5309905026448786	NA
ENSG00000264278.1	ZNF236-DT	ZNF236-DT	100131655	ZNF236 divergent transcript	23.129439739984303	0.060920417211350615	0.2002382751613333	0.5311849167773287	0.788808002972919
ENSG00000250220.1	NA	ENSG00000250220.1	NA	NA	2.8706946079239097	0.05934498411882466	0.30090336305824616	0.5312783706278938	NA
ENSG00000121552.4	CSTA	CSTA	1475	cystatin A	66.34109337115292	0.06170507207482634	0.2669063457527136	0.5313111190820323	0.7889001373732771
ENSG00000136842.14	TMOD1	TMOD1	7111	tropomodulin 1	80.44958040535023	0.06211548700895495	0.2306171258879653	0.5313518728570694	0.7889001373732771
ENSG00000250859.1	HNRNPKP1	HNRNPKP1	389322	heterogeneous nuclear ribonucleoprotein K pseudogene 1	3.108261457242303	-0.059224850652787486	0.3019974608577243	0.531359880938737	NA
ENSG00000283839.1	LOC105373780	LOC105373780	105373780	proline-rich protein 18-like	9.405661368785006	-0.0621791434976543	0.2479301306611382	0.5314016431706947	0.7889001373732771
ENSG00000100462.16	PRMT5	PRMT5	10419	protein arginine methyltransferase 5	319.8304572032655	-0.04415633093069701	0.0943685244430565	0.5314296606263362	0.7889001373732771
ENSG00000130520.10	LSM4	LSM4	25804	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	562.6351805893071	-0.04325146967953028	0.09169536336165267	0.5315034032700245	0.7889417996974788
ENSG00000086589.12	RBM22	RBM22	55696	RNA binding motif protein 22	507.74595050175805	0.04089917438517848	0.0851501860295328	0.5315949169734056	0.7890098312249428
ENSG00000182518.13	VCF2	VCF2	90736	VCP nuclear cofactor family member 2	107.90121704909168	0.052260964922461066	0.126001822513971	0.5317200687943526	0.7890721495581147
ENSG00000163655.16	GMPS	GMPS	8833	guanine monophosphate synthase	1027.2726217491183	0.031466553265145726	0.06295303722347595	0.5317282740103576	0.7890721495581147
ENSG00000184261.5	KCNK12	KCNK12	56660	potassium two pore domain channel subfamily K member 12	3.1419876928235553	0.05791209691265161	0.31365853555799295	0.5317349130111244	NA
ENSG00000078061.13	ARAF	ARAF	369	A-Raf proto-oncogene, serine/threonine kinase	867.9154476791795	-0.038871251518973825	0.07998404938520479	0.5319444687388332	0.7892915208719434
ENSG00000151458.12	ANKRD50	ANKRD50	57182	ankyrin repeat domain containing 50	942.2477697321848	0.0449822988789289	0.09712429518265087	0.5319971814331588	0.7892915208719434
ENSG00000114796.16	KLHL24	KLHL24	54800	kelch like family member 24	1264.2748733413325	-0.05636867383404397	0.15238554900101725	0.5320336443307365	0.7892915208719434
ENSG00000010932.17	FMO1	FMO1	2326	flavin containing dimethylaniline monoxygenase 1	31.345777946709326	-0.059103584408568	0.3020613523195497	0.5320588917040319	0.7892915208719434
ENSG00000160886.13	LY6K	LY6K	54742	lymphocyte antigen 6 family member K	5.719917148682237	0.06067763151931903	0.2829472842507143	0.5321819302017043	0.7894062434252694
ENSG00000140263.14	SORD	SORD	6652	sorbitol dehydrogenase	139.51051241679627	0.0566857681986481	0.15526047903312415	0.5323261832488079	0.7894492302676626
